"Address3","County (name)","CloseDate","EstablishmentName","EstablishmentNumber","OpenDate","EstablishmentStatus (name)","Gender (name)","HeadFirstName","HeadHonours","HeadLastName","HeadPreferredJobTitle","HeadTitle (name)","LastChangedDate","LA (name)","LA (code)","Locality","Postcode","PreviousEstablishmentNumber","PreviousLA (name)","PreviousLA (code)","ReasonEstablishmentClosed (name)","ReasonEstablishmentOpened (name)","StatutoryHighAge","StatutoryLowAge","Street","TelephoneNum","TelephoneSTD","Town","TypeOfEstablishment (name)","UKPRN","URN","WebsiteAddress","OfficialSixthForm (name)","FEHEIdentifier","FurtherEducationType (name)","PhaseOfEducation (name)","AdmissionsPolicy (name)","Boarders (name)","BoardingEstablishment (name)","Diocese (name)","OfstedLastInsp","PercentageFSM","RegisteredEY (name)","ReligiousCharacter (name)","SchoolCapacity","MainSpecialism2 (name)","SecondarySpecialism2 (name)","Trusts (name)","TrustSchoolFlag (name)","Federations (name)","FederationFlag (name)","SchoolSponsors (name)","SchoolSponsorFlag (name)","StudioSchoolIndicator (name)","GSSLACode (name)","ASCHighestAge","ASCLowestAge","Boys2","Boys3","Boys4a","Boys4b","Boys4c","Boys5","Boys6","Boys7","Boys8","Boys9","Boys10","Boys11","Boys12","Boys13","Boys14","Boys15","Boys16","Boys17","Boys18","Boys19plus","CensusDate","Girls2andUnder","Girls3","Girls4a","Girls4b","Girls4c","Girls5","Girls6","Girls7","Girls8","Girls9","Girls10","Girls11","Girls12","Girls13","Girls14","Girls15","Girls16","Girls17","Girls18","Girls19plus","NumberOfBoys","NumberOfGirls","NumberOfPupils","AdministrativeWard (name)","GOR (name)","LLSC (name)","LSOA (name)","MSOA (name)","ParliamentaryConstituency (name)","UrbanRural (name)","Easting","Northing","MainSpecialism1 (name)","SecondarySpecialism1 (name)","FreshStart (name)","HP_Leading_Option_1 (name)","HP_Leading_Option_2 (name)","HP_Leading_Option_3 (name)","InvestorInPeople (name)","OfstedSpecialMeasures (name)","PFI (name)","SpecialClasses (name)","TeenMothPlaces","TeenMoth (name)","ApprovedNumberBoardersSpecial","SpecialPupils","CCF (name)","FTProv (name)","EdByOther (name)","EBD (name)","SENPRU (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","Section41Approved (name)"
"","Berkshire","","Evendons Primary School",2002,"01-09-2014","Open","Mixed","Patrick","","Pritchett","","Mr","18-10-2014","Wokingham","872","","RG40 3HD","","","999","","New Provision",11,4,"161 Finchampstead Road","01189791054","","Wokingham","Free Schools",10046728,140953,"http://www.evendons-primary.co.uk/","Does not have a sixth form","","","Primary","","No Boarders","","","","","","None",350,"","","Evendons Primary School Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Evendons","South East","","Wokingham 019A","Wokingham 019","Wokingham","Urban > 10k - less sparse",480464,167024,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","Lanchester Community Free School",2049,"01-09-2014","Open","Mixed","Helen","","Lockham","","Mrs","12-03-2015","Hertfordshire","919","","WD17 3HD",2004,"Herefordshire","884","","New Provision",11,4,"Hempstead Road","07951056534","","Watford","Free Schools",10046824,140954,"","Does not have a sixth form","","","Primary","","","","","","","","None",420,"","","West Hertfordshire Community Free School Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E10000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Park","East of England","","Watford 008C","Watford 008","Watford","Urban > 10k - less sparse",510276,196971,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","Jupiter Community Free School",2042,"01-09-2014","Open","Mixed","Sue","","Attard","","Dr","02-02-2015","Hertfordshire","919","","HP2 5NT","","","999","","New Provision",11,4,"Jupiter Drive","01442217188","","Hamel Hempstead","Free Schools",10046646,140955,"","Does not have a sixth form","","","Primary","","","","","","","","None",420,"","","West Hertfordshire Community Free School Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E10000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Highfield","East of England","","Dacorum 008B","Dacorum 008","Hemel Hempstead","Urban > 10k - less sparse",507193,209709,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","Ascot Road Community Free School",2043,"01-09-2014","Open","Mixed","Helen","","Lockham","","Mrs","02-02-2015","Hertfordshire","919","","WD18 8AD","","","999","","New Provision",11,4,"Ascot Road","07951056534","","Watford","Free Schools",10046825,140956,"","Does not have a sixth form","","","Primary","","","","","","","","None",420,"","","West Hertfordshire Community Free School Trust","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E10000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holywell","East of England","","Watford 011D","Watford 011","Watford","Urban > 10k - less sparse",509243,195707,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Blackhorse Lane","","","Eden Girls' School Waltham Forest",4002,"01-09-2014","Open","Girls","Shahina","","Ahamad","","Mrs","02-02-2015","Waltham Forest","320","","E17 5SD","","","999","","New Provision",18,11,"Silver Birch House","01254918684","","Walthanstow","Free Schools",10046925,140957,"","Has a sixth form","","","Secondary","","","","","","","","Muslim",700,"","","Tauheedul Education Trust","Linked to a multi-academy trust","","Not applicable","Tauheedul Schools' Trust","Linked to a sponsor","Not applicable","E09000031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Higham Hill","London","","Waltham Forest 014C","Waltham Forest 014","Walthamstow","Urban > 10k - less sparse",535685,190166,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Eden Girls' School Coventry",4002,"01-09-2014","Open","Girls","Asiyah","","Ravat","Principal","Mrs","02-02-2015","Coventry","331","Foleshill","CV1 4JN","","","999","","New Provision",18,11,"Lincoln Street","02476220937","","Coventry","Free Schools",10046723,140958,"www.edengirlscoventry.com","Has a sixth form","","","Secondary","","Not applicable","","","","","","Muslim",700,"","","Tauheedul Education Trust","Linked to a multi-academy trust","","Not applicable","Tauheedul Schools' Trust","Linked to a sponsor","Not applicable","E08000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Foleshill","West Midlands","","Coventry 015F","Coventry 015","Coventry North East","Urban > 10k - less sparse",433571,279664,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Greater Manchester","","Eden Boys' School Bolton",4000,"01-09-2014","Open","Boys","Shabir","","Fazal","","Mr","02-02-2015","Bolton","350","","BL1 3JN","","","999","","New Provision",18,11,"Cotton Street","01254918684","","Bolton","Free Schools",10046894,140959,"","Has a sixth form","","","Secondary","","","","","","","","Muslim",700,"","","Tauheedul Education Trust","Linked to a multi-academy trust","","Not applicable","Tauheedul Schools' Trust","Linked to a sponsor","Not applicable","E08000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crompton","North West","","Bolton 011D","Bolton 011","Bolton North East","Urban > 10k - less sparse",370649,410886,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","WMG Academy for Young Engineers",4003,"01-09-2014","Open","Mixed","Kate","","Tague","","Mrs","02-02-2015","Coventry","331","","CV4 8DY","","","999","","New Provision",19,14,"Mitchell Avenue","02476574357","","Coventry","University Technical College",10046653,140961,"","Has a sixth form","","","Secondary","","","","","","","","None",640,"","","WMG Academy for Young Engineers","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Westwood","West Midlands","","Coventry 036D","Coventry 036","Coventry South","Urban > 10k - less sparse",429340,277010,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Goresbrook School",4003,"01-09-2014","Open","Mixed","Clare","","Darley","","Miss","16-02-2015","Barking and Dagenham","301","Dagenham","RM9 6XW","","","999","","New Provision",18,4,"Ripple Road","01832771844","","London","Free Schools",10047206,140962,"","Has a sixth form","","","All Through","","","","","","","","None",1320,"","","United Learning Trust","Linked to a multi-academy trust","","Not applicable","United Learning","Linked to a sponsor","Not applicable","E09000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thames","London","","Barking and Dagenham 018E","Barking and Dagenham 018","Barking","Urban > 10k - less sparse",547875,183679,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Middlesex","","St Marys Church of England Primary Norwood Green",2003,"01-09-2014","Open","Mixed","Jane","","Mutch","","Mrs","29-12-2014","Ealing","307","Norwood Green","UB2 4LA","","","999","","New Provision",11,4,"Norwood Green Road","07775468072","","Southall","Free Schools",10047038,140963,"","Does not have a sixth form","","","Primary","","","","","","","","Church of England",210,"","","St Mary's Church of England School, Norwood Green","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwood Green","London","","Ealing 038B","Ealing 038","Ealing, Southall","Urban > 10k - less sparse",513159,178612,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Stadium Way","South Yorkshire","","XP School",4003,"01-09-2014","Open","Mixed","Andrew","","Sprakes","Principal","Mr","02-02-2015","Doncaster","371","","DN4 5JW","","","999","","New Provision",19,11,"The Keepmoat Stadium","590700","01302","Doncaster","Free Schools",10046826,140964,"www.xpschool.org","Has a sixth form","","","Secondary","","","","","","","","None",350,"","","XP Schools Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Central","Yorkshire and the Humber","","Doncaster 019A","Doncaster 019","Doncaster Central","Urban > 10k - less sparse",458925,401820,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Studio West",4000,"01-09-2014","Open","Mixed","Val","","Wigham","","Mrs","02-02-2015","Newcastle upon Tyne","391","","NE5 2SZ","","","999","","New Provision",19,13,"West Denton Way","01912677036","","Newcastle upon Tyne","Studio Schools",10047094,140965,"","Has a sixth form","","","Secondary","","","","","","","","None",310,"","","Kenton Schools Academy Trust","Linked to a multi-academy trust","","Not applicable","Kenton School","Linked to a sponsor","Not applicable","E08000021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denton","North East","","Newcastle upon Tyne 015B","Newcastle upon Tyne 015","Newcastle upon Tyne North","Urban > 10k - less sparse",419387,566657,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Trinity Academy",4003,"01-09-2014","Open","Mixed","Ben","","Thompson","","Mr","02-02-2015","Lambeth","208","Brixton","SW2 1QS","","","999","","New Provision",18,11,"Brixton Hill","02031264993","","London","Free Schools",10046972,140966,"","Has a sixth form","","","Secondary","","","","","","","","",840,"","","Trinity London Academy Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brixton Hill","London","","Lambeth 020A","Lambeth 020","Streatham","Urban > 10k - less sparse",530745,174734,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Surrey","","Paxton Academy Sports and Science",2087,"01-09-2014","Open","Mixed","Johnette","","Barrette","","Ms","16-02-2015","Croydon","306","Thornton Heath","CR7 7JP","","","999","","New Provision",11,4,"159 Brigstock Road","0777870350","","Croydon","Free Schools",10046967,140967,"","Does not have a sixth form","","","Primary","","","","","","","","None",630,"","","Paxton Academy Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","West Thornton","London","","Croydon 011B","Croydon 011","Croydon North","Urban > 10k - less sparse",531452,167793,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Tottenham UTC",4001,"01-09-2014","Open","Mixed","Deborah","","Ramm-Harpley","","Ms","02-02-2015","Haringey","309","Tottenham","N17 0BX","","","999","","New Provision",19,14,"Lilywhite House, 780 High Road","","","London","University Technical College",10047250,140968,"","Has a sixth form","","","Secondary","","","","","","","","None",924,"","","Tottenham UTC","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Northumberland Park","London","","Haringey 003A","Haringey 003","Tottenham","Urban > 10k - less sparse",533908,191298,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Essex","","Aspire Academy",1102,"01-09-2014","Open","Mixed","Deborah","","Garfield","","Ms","02-02-2015","Essex","881","","CM18 7EZ","","","999","","New Provision",16,4,"Commonside Road","07968034324","","Harlow","Free Schools - Alternative Provision",10046899,140970,"","Does not have a sixth form","","","Not applicable","","","","","","","","None",107,"","","Aspire Academy Trust (Harlow)","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Staple Tye","East of England","","Harlow 010E","Harlow 010","Harlow","Urban > 10k - less sparse",545697,207933,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Castle Road","Devon","","Exeter Mathematics School",4008,"01-09-2014","Open","Mixed","Kerry","","Burnham","","Ms","02-02-2015","Devon","878","","EX4 3PU","","","999","","New Provision",19,16,"Rougemont House","01392400579","","Exeter","Free Schools - 16-19",10045912,140971,"","Has a sixth form","","","Secondary","","Boarding School","","","","","","None",120,"","","Exeter Mathematics School","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","St David's","South West","","Exeter 008C","Exeter 008","Exeter","Urban > 10k - less sparse",292124,92898,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Wiltshire","","UTC Swindon",4000,"01-09-2014","Open","Mixed","Angela","","Barker-Dench","","Mrs","16-02-2015","Swindon","866","","SN1 5ET","","","999","","New Provision",19,14,"Bristol Street","07724860177","","Swindon","University Technical College",10047245,140972,"","Has a sixth form","","","Secondary","","","","","","","","",600,"","","Swindon UTC","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Central","South West","","Swindon 015C","Swindon 015","South Swindon","Urban > 10k - less sparse",414383,184771,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Essa Primary School",2003,"01-09-2014","Open","Mixed","Joanna","","Wood","","","02-02-2015","Bolton","350","","BL3 3HH","","","999","","New Provision",11,4,"Lever Edge Lane","01204333226","","Bolton","Free Schools",10046639,140973,"","Does not have a sixth form","","","Primary","","","","","","","","",420,"","","Essa Foundation Academies Trust","Linked to a multi-academy trust","","Not applicable","Essa Foundation","Linked to a sponsor","Not applicable","E08000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Harper Green","North West","","Bolton 023E","Bolton 023","Bolton South East","Urban > 10k - less sparse",370514,406791,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Discovery School",4001,"01-09-2014","Open","Mixed","Wendy","","Allen","Principal","Dr","10-10-2014","Newcastle upon Tyne","391","","NE1 4HB","","","999","","New Provision",19,14,"Blandford Street","2721111","0191","Newcastle upon Tyne","Free Schools",10046606,140976,"www.discoveryschool.org.uk","Has a sixth form","","","Secondary","","","","","","","","None",720,"","","Discovery Learning Limited","Linked to a trust/single academy trust","","Not applicable","Newcastle College Group (NCG)","Linked to a sponsor","Not applicable","E08000021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Elswick","North East","","Newcastle upon Tyne 024F","Newcastle upon Tyne 024","Newcastle upon Tyne Central","Urban > 10k - less sparse",424114,563731,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Dorset","","Dorset Studio School",4003,"01-09-2014","Open","Mixed","Caryl","","Lewis","","Mrs","02-02-2015","Dorset","835","","DT2 8PX","","","999","","New Provision",19,13,"Kingston Maurward","01305215174","","Dorchester","Studio Schools",10047092,140977,"","Has a sixth form","","","Secondary","","","","","","","","None",375,"","","Kingston Maurwood Studio School Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Charminster and Cerne Valley","South West","","West Dorset 004A","West Dorset 004","West Dorset","Hamlet and Isolated Dwelling - less sparse",371543,91045,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Nottinghamshire","","Nottingham University Academy of Science and Technology",4004,"01-09-2014","Open","Mixed","Ailsa","","Gough","","Mrs","02-02-2015","Nottingham","892","Dunkirk","NG7 2PL","","","999","","New Provision",19,14,"93 Abbey Street","01159421202","","Nottingham","Free Schools",10047253,140984,"","Has a sixth form","","","Secondary","","","","","","","","",800,"","","Nottingham University Academy of Science and Technology (NUAST)","Linked to a trust/single academy trust","","Not applicable","Djanogly Learning Trust","Linked to a sponsor","Not applicable","E06000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dunkirk and Lenton","East Midlands","","Nottingham 031G","Nottingham 031","Nottingham South","Urban > 10k - less sparse",455147,338460,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"The Bridge","Kent","","The Leigh UTC",4012,"01-09-2014","Open","Mixed","Stephen","","Leahey","","Mr","02-02-2015","Kent","886","","DA1 5TF","","","999","","New Provision",19,14,"Brunel Way","01474700800","","Dartford","University Technical College",10047247,140987,"","Has a sixth form","","","Secondary","","","","","","","","None",600,"","","Leigh Academies Trust","Linked to a multi-academy trust","","Not applicable","Leigh Academies Trust","Linked to a sponsor","Not applicable","E10000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Littlebrook","South East","","Dartford 001D","Dartford 001","Dartford","Urban > 10k - less sparse",554583,175781,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","La Fontaine Academy",2036,"01-09-2014","Open","Mixed","Sebastien","","Chapleau","","Dr","29-12-2014","Bromley","305","","BR2 8LD","","","999","","New Provision",11,4,"Princes Plain","83534160","020","Bromley","Free Schools",10046854,140999,"www.lafontaineacademy.org","Does not have a sixth form","","","Primary","","","","","","","","",630,"","","STEP Academy Trust, The","Linked to a multi-academy trust","","Not applicable","STEP Academy Trust","Linked to a sponsor","Not applicable","E09000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bromley Common and Keston","London","","Bromley 033A","Bromley 033","Beckenham","Urban > 10k - less sparse",542403,166628,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Unity Building","West Yorkshire","","Dixons McMillan Academy",4024,"01-09-2014","Open","Mixed","Wesley","","Davies","","Mr","02-02-2015","Bradford","380","","BD5 0BE","","","999","","New Provision",18,11,"Trinity Road","01274424350","","Bradford","Free Schools",10046598,141002,"","Has a sixth form","","","Secondary","","","","","","","","",720,"","","Dixons City Academy Charitable Trust","Linked to a multi-academy trust","","Not applicable","Dixons Academy Trust","Linked to a sponsor","Not applicable","E08000032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","City","Yorkshire and the Humber","","Bradford 048C","Bradford 048","Bradford West","Urban > 10k - less sparse",415807,432243,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Midlands","","Perry Beeches IV - The Free School",4016,"01-09-2014","Open","Mixed","Russell","","Bond","","Mr","16-02-2015","Birmingham","330","","B1 3AA","","","999","","New Provision",18,11,"St George's Court, 1 Albion Street","01202893944","","Birmingham","Free Schools",10047205,141003,"www.perrybeechesiv.co.uk","Has a sixth form","","","Secondary","","","","","","","","None",620,"","","Perry Beeches The Academy Trust","Linked to a multi-academy trust","","Not applicable","Perry Beeches The Academy Trust","Linked to a sponsor","Not applicable","E08000025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ladywood","West Midlands","","Birmingham 059C","Birmingham 059","Birmingham, Ladywood","Urban > 10k - less sparse",405866,287388,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Hertfordshire","","The Watford UTC",4021,"01-09-2014","Open","Mixed","Emma","","Loveland","Principal","Mrs","02-02-2015","Hertfordshire","919","","WD24 4PT",4001,"Herefordshire","884","","New Provision",19,14,"18 Colonial Way","905240","01923","Watford","University Technical College",10047246,141004,"www.watfordutc.org","Has a sixth form","","","Secondary","","","","","","","","None",600,"","","The Watford UTC","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tudor","East of England","","Watford 005A","Watford 005","Watford","Urban > 10k - less sparse",511408,197723,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Silverbank","Kent","","INSPIRE Free Special School",7000,"01-09-2014","Open","Mixed","Sharon","","McDermott","","Ms","02-02-2015","Medway","887","","ME5 0LB","","","999","","New Provision",19,11,"Churchill Avenue","01634338801","","Chatham","Free Schools Special",10047199,141005,"","Has a sixth form","","","Not applicable","","","","","","","","",80,"","","The Inspiration Learning Co","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Luton and Wayfield","South East","","Medway 027E","Medway 027","Chatham and Aylesford","Urban > 10k - less sparse",576079,164556,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Essex","","Beal Business Innvoation Hub",1102,"01-09-2014","Open","Mixed","Tessa","","Canaii","","Ms","02-10-2014","Redbridge","317","Clayhall","IG4 5LP","","","999","","New Provision",19,14,"Woodford Bridge Road","02085514854","","Ilford","Free Schools - Alternative Provision",10047214,141006,"","Has a sixth form","","","Not applicable","","","","","","","","",100,"","","Beal Mult-Academy Trust Limited","Linked to a multi-academy trust","","Not applicable","Beal High School","Linked to a sponsor","Not applicable","E09000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Clayhall","London","","Redbridge 011D","Redbridge 011","Ilford North","Urban > 10k - less sparse",542242,189440,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Berkshire","","Ditton Park Academy",4002,"01-09-2014","Open","Mixed","Nick","","Caulfield","","Mr","16-02-2015","Slough","871","","SL1 1YG","","","999","","New Provision",19,11,"Wellington Street","01753537594","","Slough","Free Schools",10046729,141009,"","Has a sixth form","","","Secondary","","","","","","","","",1100,"","","SASH School Trust, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chalvey","South East","","Slough 009E","Slough 009","Slough","Urban > 10k - less sparse",497435,180090,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Nottinghamshire","","Nottingham Free School",4020,"01-09-2014","Open","Mixed","Jennifer","","Brown","","Mrs","02-02-2015","Nottingham","892","Sherwood, Nottingham","NG5 1DG","","Nottinghamshire","891","","New Provision",18,11,"Haydn Road","01949863053","","Nottingham","Free Schools",10046727,141010,"","Has a sixth form","","","Secondary","","","","","","","","None",587,"","","Torch Academy Gateway Trust","Linked to a multi-academy trust","","Not applicable","Torch Academy Gateway Trust","Linked to a sponsor","Not applicable","E06000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Berridge","East Midlands","","Nottingham 012D","Nottingham 012","Nottingham East","Urban > 10k - less sparse",456404,342875,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Leicestershire","","Falcons Primary School",2003,"27-10-2014","Open","Mixed","Jasbir","","Mann","","Ms","02-02-2015","Leicester","856","Humberstone","LE5 0TD","","","999","","New Provision",11,4,"Gipsy Lane","01164510050","","Leicester","Free Schools",10046827,141011,"","Does not have a sixth form","","","Primary","","","","","","","","Sikh",420,"","","Akaal Education Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E06000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Humberstone and Hamilton","East Midlands","","Leicester 009B","Leicester 009","Leicester East","Urban > 10k - less sparse",461756,306155,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
